brand_id,brand,brand_value,bio,quote,quote_attribute,intro,lifestyle_copy,short_bio,listing_bio
01EY8W0WD2TQRCHZKNGSPMMD3Y,Either / Or,Women Owned,"We partner collaboratively with a small-scale workshop in Mexico.  The collection embodies an effortless vintage nostalgia that comes naturally to designer, Paige. Much of her inspiration comes from family heirlooms and a desire to live simply. The timeless craft of shoemaking was something she wanted to revive and revere, turning to Mexico for their incredible leather finishing and skilled handwork. 

We use sustainably sourced vegetable-tanned leathers that age beautifully and only get better with wear. Soft leather lining makes all the difference and is breathable for all day comfort.

We believe in buying fewer, better quality items that will age beautifully. Our leather outsoles and heels can be inexpensively repaired at your local shoe repair. We are always striving to find ways to reduce waste in our supply chain, through clean sourcing, mindful sampling and small-scale production.

","""Love these shoes!  They get more comfortable each time I wear them.""",#NAME?,"Either/Or is a collection of leather footwear ethically handmade with care. 

We love our shoes the most when they are well worn and hold memories of their travels. After working for years as a shoe designer in New York, Paige decided take the leap and start a brand that focused on handmade quality at an inclusive price. Joined by her husband and their 1 year old daughter, they got to work and launched E/O. We are committed to sustainable sourcing, fair wages and plastic free packaging.",Our bestselling Woven Slide is back in new vegetable-tanned leather colors!,Footwear for a Purposeful Life.,"Behold Either/Or! Founder, Paige Sandilands, created this ethical, minimalistic footwear brand after working as a footwear designer in New York City for years prior. What started as a pivot from the world of fast fashion ended up being a 180 degree turn toward a sustainable, well crafted offering of beautiful leather sandals hand-made in Mexico."
01EY8W0WD2TQRCHZKNGSPMMD3Y,Either / Or,Sustainable,"We partner collaboratively with a small-scale workshop in Mexico.  The collection embodies an effortless vintage nostalgia that comes naturally to designer, Paige. Much of her inspiration comes from family heirlooms and a desire to live simply. The timeless craft of shoemaking was something she wanted to revive and revere, turning to Mexico for their incredible leather finishing and skilled handwork. 

We use sustainably sourced vegetable-tanned leathers that age beautifully and only get better with wear. Soft leather lining makes all the difference and is breathable for all day comfort.

We believe in buying fewer, better quality items that will age beautifully. Our leather outsoles and heels can be inexpensively repaired at your local shoe repair. We are always striving to find ways to reduce waste in our supply chain, through clean sourcing, mindful sampling and small-scale production.

","""Love these shoes!  They get more comfortable each time I wear them.""",#NAME?,"Either/Or is a collection of leather footwear ethically handmade with care. 

We love our shoes the most when they are well worn and hold memories of their travels. After working for years as a shoe designer in New York, Paige decided take the leap and start a brand that focused on handmade quality at an inclusive price. Joined by her husband and their 1 year old daughter, they got to work and launched E/O. We are committed to sustainable sourcing, fair wages and plastic free packaging.",Our bestselling Woven Slide is back in new vegetable-tanned leather colors!,Footwear for a Purposeful Life.,"Behold Either/Or! Founder, Paige Sandilands, created this ethical, minimalistic footwear brand after working as a footwear designer in New York City for years prior. What started as a pivot from the world of fast fashion ended up being a 180 degree turn toward a sustainable, well crafted offering of beautiful leather sandals hand-made in Mexico."
01EY8W0WD2TQRCHZKNGSPMMD3Y,Either / Or,Handmade / Artisan Crafted,"We partner collaboratively with a small-scale workshop in Mexico.  The collection embodies an effortless vintage nostalgia that comes naturally to designer, Paige. Much of her inspiration comes from family heirlooms and a desire to live simply. The timeless craft of shoemaking was something she wanted to revive and revere, turning to Mexico for their incredible leather finishing and skilled handwork. 

We use sustainably sourced vegetable-tanned leathers that age beautifully and only get better with wear. Soft leather lining makes all the difference and is breathable for all day comfort.

We believe in buying fewer, better quality items that will age beautifully. Our leather outsoles and heels can be inexpensively repaired at your local shoe repair. We are always striving to find ways to reduce waste in our supply chain, through clean sourcing, mindful sampling and small-scale production.

","""Love these shoes!  They get more comfortable each time I wear them.""",#NAME?,"Either/Or is a collection of leather footwear ethically handmade with care. 

We love our shoes the most when they are well worn and hold memories of their travels. After working for years as a shoe designer in New York, Paige decided take the leap and start a brand that focused on handmade quality at an inclusive price. Joined by her husband and their 1 year old daughter, they got to work and launched E/O. We are committed to sustainable sourcing, fair wages and plastic free packaging.",Our bestselling Woven Slide is back in new vegetable-tanned leather colors!,Footwear for a Purposeful Life.,"Behold Either/Or! Founder, Paige Sandilands, created this ethical, minimalistic footwear brand after working as a footwear designer in New York City for years prior. What started as a pivot from the world of fast fashion ended up being a 180 degree turn toward a sustainable, well crafted offering of beautiful leather sandals hand-made in Mexico."
01EFJFYZX20ZQPKYYNQEEYP61B,Rails,,"It was a innovative shirt that propelled Rails into the contemporary market, while establishing its brand ethos of luxe handfeel. The brand's focus is always product first and fabric innovation. Over the past twelve years, what was an item driven collection has evolved into a full lifestyle brand, with an assortment including classic shirtings, dresses, knitwear, outerwear and bottoms – outfitting that can take you anywhere.   ",Our collections blend the effortless ease of our California roots with a refined global sensibility.,Jeff Abrams,"Rails is more than just a clothing brand – it’s a lifestyle that blends international inspiration with the effortless California spirit by focusing on incredible fabrics, innovative but wearable silhouettes, and an emotional connection cultivated between our brand and customer. ",Founder and Creative Director Jeff Abrams,"Founded in 2008 by Jeff Abrams, Rails has grown from a small label into a global lifestyle brand.","Behold Rails! Our go-to staple when completing any look. From cozy knits to understated button downs, their pieces will ensure you always look Zoom ready. "
01EPA1EVJJDA1NAWC91G9KYHST,Holden,Emerging,"Holden creates contemporary performance-fashion that flows seamlessly between city life and outdoor adventures. Collections blend luxury materials with technical-performance, modern proportions, and sustainable principles. Holden was born in 2002 by designer Scott Zergebel and legend snowboarder Mike LeBlanc.",Holden’s long standing roots and commitment to sustainability connect with the modern consumer.,Forbes,"Modern, performance-led pieces with an urban narrative. ","Holden designs collections with progressive aesthetics and performance. Fusing modern proportions, and innovative dye techniques with stretch and water-repellent luxury materials for seamless transitions between urban and outdoor adventures.
",Unconventional Adventure ,"Behold Holden! Founded by pro snowboarder Mike LeBlanc, this LA based line is the perfect go-to for performance outerwear and cozy knits. Their pieces will take you seamlessly from lounging in style to getting ready for your next outdoor adventure. Think slopes to apres ski."
01EFJFYXKE0HBXFF3K55FGQNJ8,LTH JKT,Handmade / Artisan Crafted,"There is something electrifying about wearing a leather jacket. 

It is the one piece in a wardrobe that truly has the power to transform and ultimately inspire confidence. A leather jacket isn’t just an accessory or a final touch to an outfit – it’s a second skin that makes you feel like you can conquer the world and always has your back. 

We believe everyone should experience this. So in 2017, we launched LTH JKT as one of the first maker-to-wearer leather jacket companies and set out to create the finest leather jackets at a fraction of the price of traditional fashion brands.

With a focus on high-quality fits and materials over unnecessary details, we reimagine classic styles with a refined, modern sensibility, imbuing each piece with an effortless confidence. The result is a collection of timeless, well-crafted leather jackets at a refreshingly affordable cost.","Named one of ""The 15 best leather jackets to shop in 2019",Harper's Bazaar,"LHT JKT was born from the idea that handcrafted, premium quality leather jackets should exist for everyone at an accessible price. ","Your forever jacket. Crafted from soft lambskin, this modern biker will move with you through every season ",The New Luxury. Designer-level craftsmanship. Exceptionally fair prices. ,"Behold LTH JKT! Perfecting a tried and true wardrobe staple at a price you'll love is no easy feat. Industry veteran and founder, Andrew Pollard, is bringing the ever classic leather jacket to you with an LA twist - designing timeless styles with incredible craftsmanship. "
01EFJFYXKE0HBXFF3K55FGQNJ8,LTH JKT,Emerging,"There is something electrifying about wearing a leather jacket. 

It is the one piece in a wardrobe that truly has the power to transform and ultimately inspire confidence. A leather jacket isn’t just an accessory or a final touch to an outfit – it’s a second skin that makes you feel like you can conquer the world and always has your back. 

We believe everyone should experience this. So in 2017, we launched LTH JKT as one of the first maker-to-wearer leather jacket companies and set out to create the finest leather jackets at a fraction of the price of traditional fashion brands.

With a focus on high-quality fits and materials over unnecessary details, we reimagine classic styles with a refined, modern sensibility, imbuing each piece with an effortless confidence. The result is a collection of timeless, well-crafted leather jackets at a refreshingly affordable cost.","Named one of ""The 15 best leather jackets to shop in 2019",Harper's Bazaar,"LHT JKT was born from the idea that handcrafted, premium quality leather jackets should exist for everyone at an accessible price. ","Your forever jacket. Crafted from soft lambskin, this modern biker will move with you through every season ",The New Luxury. Designer-level craftsmanship. Exceptionally fair prices. ,"Behold LTH JKT! Perfecting a tried and true wardrobe staple at a price you'll love is no easy feat. Industry veteran and founder, Andrew Pollard, is bringing the ever classic leather jacket to you with an LA twist - designing timeless styles with incredible craftsmanship. "
01EFJFYRJXEQHRKVRD7C394G47,BROCHU WALKER,Women Owned,"
Timeless, ageless and carefree, the collection is for a woman so confident, she never has to seek the limelight, it seeks her. She is the ‘anti-it-woman’. Self-assured, trendsetting in her consciously-undone demeanor, she approaches style with a worldly curiosity and a passion for life. The master of her own universe, she puts equal emphasis on all of her roles and all of her interests. She is quintessentially sophisticated, yet always with an effortless point of view.","Finding Luxury in Our Everyday, At Brochu Walker details matter. ",The Team at Brochu Walker ,"Its understated, rich nature is the ultimate luxury and its attention to detail is thoughtful, deliberate and discreet. The effortless collection is defined by a quality over quantity, less is always more mindset, giving way to refined, alluring pieces that are personal, yet have a definitive character.","The Looker.... The illusion of two pieces in one; pre-layered for the coveted, effortless style that defines the way we want to live. ",Brochu Walker is The New American Minimalism - Conscious luxury with European flair.,"Behold Brochu Walker! Looking for luxe essentials designed with conscious fabrics and materials? This Californian brand's understated silhouettes are made for the discreet, modern woman. Refined cashmere joggers are perfect for lounging and timeless knits are wardrobe staples. "
01EFJFYRJXEQHRKVRD7C394G47,BROCHU WALKER,Sustainable,"
Timeless, ageless and carefree, the collection is for a woman so confident, she never has to seek the limelight, it seeks her. She is the ‘anti-it-woman’. Self-assured, trendsetting in her consciously-undone demeanor, she approaches style with a worldly curiosity and a passion for life. The master of her own universe, she puts equal emphasis on all of her roles and all of her interests. She is quintessentially sophisticated, yet always with an effortless point of view.","Finding Luxury in Our Everyday, At Brochu Walker details matter. ",The Team at Brochu Walker ,"Its understated, rich nature is the ultimate luxury and its attention to detail is thoughtful, deliberate and discreet. The effortless collection is defined by a quality over quantity, less is always more mindset, giving way to refined, alluring pieces that are personal, yet have a definitive character.","The Looker.... The illusion of two pieces in one; pre-layered for the coveted, effortless style that defines the way we want to live. ",Brochu Walker is The New American Minimalism - Conscious luxury with European flair.,"Behold Brochu Walker! Looking for luxe essentials designed with conscious fabrics and materials? This Californian brand's understated silhouettes are made for the discreet, modern woman. Refined cashmere joggers are perfect for lounging and timeless knits are wardrobe staples. "
01EPWW9YK193MXPN876CDE8C5M,Tallulah & Hope,Women Owned,"Determined to bring a new, refined modernity to resortwear former fashion PR Lisa Ispani and costume designer / stylist Zoe Holborough, launched Tallulah & Hope in May 2010.
Their refusal to bow to holiday wardrobe cliches inspired them to design a collection of versatile pieces with feminine silhouettes in unique, bespoke prints and embroidery
designs. The timeless bird motif representing freedom, features as a signature thread through each season’s print story. In 2020 the brand introduced ready-to-wear pieces focusing on beautifully considered dresses and separates in bespoke, art-inspired prints and embroidery designs. Clothes that deliver nonchalant ease, designed for women with considered style.
","Fashions fade, style is eternal.",Yves Saint Laurent,"UK based Tallulah & Hope was founded by friends Zoe Stevenson, who studied fine art before a career as a costume designer and stylist, and Lisa Ispani a former fashion PR. They wanted to design beautifully considered dresses and separates in bespoke, art-inspired prints and embroidery motifs. Clothes that deliver easy glamour and are designed for women with strong personal style, an interest in creativity and the art of self expression.",We describe T&H as a ‘style’ brand not a ‘fashion’ brand offering pieces that deliver effortless sophistication and can be worn on repeat for years. ,Art-inspired prints and embroidered pieces for women with considered style ,"Behold Tallulah + Hope! Based out of London and launched by former fashion PR maven Lisa Ispani and costume designer / stylist Zoe Holborough, these playful, feminine dresses are about to be a new favorite."
01EPWW9YK193MXPN876CDE8C5M,Tallulah & Hope,Emerging,"Determined to bring a new, refined modernity to resortwear former fashion PR Lisa Ispani and costume designer / stylist Zoe Holborough, launched Tallulah & Hope in May 2010.
Their refusal to bow to holiday wardrobe cliches inspired them to design a collection of versatile pieces with feminine silhouettes in unique, bespoke prints and embroidery
designs. The timeless bird motif representing freedom, features as a signature thread through each season’s print story. In 2020 the brand introduced ready-to-wear pieces focusing on beautifully considered dresses and separates in bespoke, art-inspired prints and embroidery designs. Clothes that deliver nonchalant ease, designed for women with considered style.
","Fashions fade, style is eternal.",Yves Saint Laurent,"UK based Tallulah & Hope was founded by friends Zoe Stevenson, who studied fine art before a career as a costume designer and stylist, and Lisa Ispani a former fashion PR. They wanted to design beautifully considered dresses and separates in bespoke, art-inspired prints and embroidery motifs. Clothes that deliver easy glamour and are designed for women with strong personal style, an interest in creativity and the art of self expression.",We describe T&H as a ‘style’ brand not a ‘fashion’ brand offering pieces that deliver effortless sophistication and can be worn on repeat for years. ,Art-inspired prints and embroidered pieces for women with considered style ,"Behold Tallulah + Hope! Based out of London and launched by former fashion PR maven Lisa Ispani and costume designer / stylist Zoe Holborough, these playful, feminine dresses are about to be a new favorite."
01ET5SY7F7GW44ZEYBHNFPZ4FH,Nu Swim,Women Owned,"In 2015 our initial collection was based on four basic swim silhouettes. Since then, we have slowly expanded to include more styles that flatter different shapes and offer maximum comfort in a range of swimming or lifestyle situations. Pieces for lounging on the beach, powering through a lap swim and some that function for both. To us, our swimwear is created for more than swimming – we find ourselves layering our one pieces, tops and bottoms under just about everything.

Our aim is to create sustainable, timeless pieces made with the highest quality materials that can be worn as an uncomplicated second skin. Our swimwear is made with fabric from recycled ocean waste and regenerated nylon, and knits from organic cotton grown in the US – all to carry on beyond our lifetime.","Timeless, recycled swimwear made to last beyond your lifetime.","Gina Esposito, Founder","Founded in California in 2015, Nu Swim is now a New York based swimwear and lifestyle brand designing garments that favor fit, construction, materials and simplicity.

We don’t believe in swimming seasons, and hope our customers create some sort of adventure in finding a place to swim, no matter the time of year.",Photograph by Nastassia Bruckin,"Timeless swimwear made from recycled materials, made with you and the earth in mind","Behold Nu Swim! Originally founded in 2015 and starting out with just four basic silhouettes, Nu Swim is a California-based swimwear brand who is redefining seasonless, sustainable swimwear. Each silhouette is timeless in its design (meaning you can take it in and out of the water!), making it an easy choice to go the environmentally responsible route."
01ET5SY7F7GW44ZEYBHNFPZ4FH,Nu Swim,Sustainable,"In 2015 our initial collection was based on four basic swim silhouettes. Since then, we have slowly expanded to include more styles that flatter different shapes and offer maximum comfort in a range of swimming or lifestyle situations. Pieces for lounging on the beach, powering through a lap swim and some that function for both. To us, our swimwear is created for more than swimming – we find ourselves layering our one pieces, tops and bottoms under just about everything.

Our aim is to create sustainable, timeless pieces made with the highest quality materials that can be worn as an uncomplicated second skin. Our swimwear is made with fabric from recycled ocean waste and regenerated nylon, and knits from organic cotton grown in the US – all to carry on beyond our lifetime.","Timeless, recycled swimwear made to last beyond your lifetime.","Gina Esposito, Founder","Founded in California in 2015, Nu Swim is now a New York based swimwear and lifestyle brand designing garments that favor fit, construction, materials and simplicity.

We don’t believe in swimming seasons, and hope our customers create some sort of adventure in finding a place to swim, no matter the time of year.",Photograph by Nastassia Bruckin,"Timeless swimwear made from recycled materials, made with you and the earth in mind","Behold Nu Swim! Originally founded in 2015 and starting out with just four basic silhouettes, Nu Swim is a California-based swimwear brand who is redefining seasonless, sustainable swimwear. Each silhouette is timeless in its design (meaning you can take it in and out of the water!), making it an easy choice to go the environmentally responsible route."
01ET5SY7F7GW44ZEYBHNFPZ4FH,Nu Swim,Emerging,"In 2015 our initial collection was based on four basic swim silhouettes. Since then, we have slowly expanded to include more styles that flatter different shapes and offer maximum comfort in a range of swimming or lifestyle situations. Pieces for lounging on the beach, powering through a lap swim and some that function for both. To us, our swimwear is created for more than swimming – we find ourselves layering our one pieces, tops and bottoms under just about everything.

Our aim is to create sustainable, timeless pieces made with the highest quality materials that can be worn as an uncomplicated second skin. Our swimwear is made with fabric from recycled ocean waste and regenerated nylon, and knits from organic cotton grown in the US – all to carry on beyond our lifetime.","Timeless, recycled swimwear made to last beyond your lifetime.","Gina Esposito, Founder","Founded in California in 2015, Nu Swim is now a New York based swimwear and lifestyle brand designing garments that favor fit, construction, materials and simplicity.

We don’t believe in swimming seasons, and hope our customers create some sort of adventure in finding a place to swim, no matter the time of year.",Photograph by Nastassia Bruckin,"Timeless swimwear made from recycled materials, made with you and the earth in mind","Behold Nu Swim! Originally founded in 2015 and starting out with just four basic silhouettes, Nu Swim is a California-based swimwear brand who is redefining seasonless, sustainable swimwear. Each silhouette is timeless in its design (meaning you can take it in and out of the water!), making it an easy choice to go the environmentally responsible route."
01EFJFYS071DG03ENJQZTWGE3V,Cesta Collective,Women Owned,"Our baskets are handwoven by female artisans in Rwanda, Africa, using locally-sourced, renewable resources. Each piece is finished by hand in America with carefully chosen, sustainable materials. Our hope is to create economy in the developing world through joyful, ethically made accessories. 
We work hand-in-hand with our Rwandan weaving partners to honor their age-old tradition, while interpreting it through a modern lens. Every Cesta basket proudly features woven and embroidered details by these skilled female artisans, furthering our mission to celebrate their craft while supporting the livelihood of fellow creative women.
Established in 2018 by Courtney Fasciano and Erin Ryder with a clear design point of view and larger goal of creating beautiful products, while making a difference.
Cesta was recognized by the CFDA in 2019, for our excellence in global logistics.","They’re luxe, not “crunchy”. Cesta is subverting the many stigmas surrounding sustainable fashion",Vogue,"Cesta is a mission-based handbag brand, focused on a meaningful supply chain with integrity.  Our hope is to create economy & promote female empowerment in the developing world through joyful, ethically made accessories. ","The artisans in Rwanda set the price per baskets themselves, they have a voice in the process and are paid fair wages that help lift them out of poverty within 12 months. Our raw materials are all rooted in sustainability, the baskets are made of organic vegetable-dyed sisal and raffia - ideal biodegradable and renewable resources. We use vegetable-tanned Nappa leather from an Italian tannery that is both Blue Angle Certified and Gold Rated by the LWG and dead stock, often organic, fabrics.",Good vibes are in the bag. ,Behold Cesta Collective! A labor of love from founders Courtney Fasciano and Erin Ryder. These eye-catching basket bags are hand-woven by cooperatives in Rwanda. They're perfect for those who celebrate artisinal craftsmanship and women's empowerment. 
01EFJFYS071DG03ENJQZTWGE3V,Cesta Collective,Sustainable,"Our baskets are handwoven by female artisans in Rwanda, Africa, using locally-sourced, renewable resources. Each piece is finished by hand in America with carefully chosen, sustainable materials. Our hope is to create economy in the developing world through joyful, ethically made accessories. 
We work hand-in-hand with our Rwandan weaving partners to honor their age-old tradition, while interpreting it through a modern lens. Every Cesta basket proudly features woven and embroidered details by these skilled female artisans, furthering our mission to celebrate their craft while supporting the livelihood of fellow creative women.
Established in 2018 by Courtney Fasciano and Erin Ryder with a clear design point of view and larger goal of creating beautiful products, while making a difference.
Cesta was recognized by the CFDA in 2019, for our excellence in global logistics.","They’re luxe, not “crunchy”. Cesta is subverting the many stigmas surrounding sustainable fashion",Vogue,"Cesta is a mission-based handbag brand, focused on a meaningful supply chain with integrity.  Our hope is to create economy & promote female empowerment in the developing world through joyful, ethically made accessories. ","The artisans in Rwanda set the price per baskets themselves, they have a voice in the process and are paid fair wages that help lift them out of poverty within 12 months. Our raw materials are all rooted in sustainability, the baskets are made of organic vegetable-dyed sisal and raffia - ideal biodegradable and renewable resources. We use vegetable-tanned Nappa leather from an Italian tannery that is both Blue Angle Certified and Gold Rated by the LWG and dead stock, often organic, fabrics.",Good vibes are in the bag. ,Behold Cesta Collective! A labor of love from founders Courtney Fasciano and Erin Ryder. These eye-catching basket bags are hand-woven by cooperatives in Rwanda. They're perfect for those who celebrate artisinal craftsmanship and women's empowerment. 
01EFJFYS071DG03ENJQZTWGE3V,Cesta Collective,Emerging,"Our baskets are handwoven by female artisans in Rwanda, Africa, using locally-sourced, renewable resources. Each piece is finished by hand in America with carefully chosen, sustainable materials. Our hope is to create economy in the developing world through joyful, ethically made accessories. 
We work hand-in-hand with our Rwandan weaving partners to honor their age-old tradition, while interpreting it through a modern lens. Every Cesta basket proudly features woven and embroidered details by these skilled female artisans, furthering our mission to celebrate their craft while supporting the livelihood of fellow creative women.
Established in 2018 by Courtney Fasciano and Erin Ryder with a clear design point of view and larger goal of creating beautiful products, while making a difference.
Cesta was recognized by the CFDA in 2019, for our excellence in global logistics.","They’re luxe, not “crunchy”. Cesta is subverting the many stigmas surrounding sustainable fashion",Vogue,"Cesta is a mission-based handbag brand, focused on a meaningful supply chain with integrity.  Our hope is to create economy & promote female empowerment in the developing world through joyful, ethically made accessories. ","The artisans in Rwanda set the price per baskets themselves, they have a voice in the process and are paid fair wages that help lift them out of poverty within 12 months. Our raw materials are all rooted in sustainability, the baskets are made of organic vegetable-dyed sisal and raffia - ideal biodegradable and renewable resources. We use vegetable-tanned Nappa leather from an Italian tannery that is both Blue Angle Certified and Gold Rated by the LWG and dead stock, often organic, fabrics.",Good vibes are in the bag. ,Behold Cesta Collective! A labor of love from founders Courtney Fasciano and Erin Ryder. These eye-catching basket bags are hand-woven by cooperatives in Rwanda. They're perfect for those who celebrate artisinal craftsmanship and women's empowerment. 
01EFJFZ3HGKPD88PFDB7AASW0R,Whit,Handmade / Artisan Crafted,"WHIT is a woman's wear collection based in New York.  We strive to create beautiful, fun, timeless clothing that celebrates individuality.  With a focus on artful prints, substantial textiles and color, WHIT also is rooted in considered craftsmanship and a mission to protect our planet. Whether that means selecting low impact fabrics and processes, sustainable practices or choosing compliant vendors, we're always looking to do better.  In 2018 we joined the CFDA and Lexus for a 9 month intensive program to learn better practices around sustainability and we carry on that mission today. ","We strive to create beautiful, fun, timeless clothing that celebrates individuality.",Whitney Pozgay,"WHiT’s clean shapes are modern and contemporary with a vibe that is sophisticated but never takes itself too seriously. Made for living life to the fullest, each piece is energized by playful details. The New York designer collaborates on their fresh, tongue-in-cheek prints with a community of seriously talented artists. ","Our Lillian Dress features a graphic tulip print created by one of our favorite artists, Wayne Pate.",made with love in NYC,"Behold Whit! The brainchild behind husband/wife team, Whitney (Whit) Pozgay and Parker Argote. Known for their use of artistic prints and captivating colors, this NYC based brand helps us celebrate individuality and craftsmanship all year long."
01EFJFZ3HGKPD88PFDB7AASW0R,Whit,Women Owned,"WHIT is a woman's wear collection based in New York.  We strive to create beautiful, fun, timeless clothing that celebrates individuality.  With a focus on artful prints, substantial textiles and color, WHIT also is rooted in considered craftsmanship and a mission to protect our planet. Whether that means selecting low impact fabrics and processes, sustainable practices or choosing compliant vendors, we're always looking to do better.  In 2018 we joined the CFDA and Lexus for a 9 month intensive program to learn better practices around sustainability and we carry on that mission today. ","We strive to create beautiful, fun, timeless clothing that celebrates individuality.",Whitney Pozgay,"WHiT’s clean shapes are modern and contemporary with a vibe that is sophisticated but never takes itself too seriously. Made for living life to the fullest, each piece is energized by playful details. The New York designer collaborates on their fresh, tongue-in-cheek prints with a community of seriously talented artists. ","Our Lillian Dress features a graphic tulip print created by one of our favorite artists, Wayne Pate.",made with love in NYC,"Behold Whit! The brainchild behind husband/wife team, Whitney (Whit) Pozgay and Parker Argote. Known for their use of artistic prints and captivating colors, this NYC based brand helps us celebrate individuality and craftsmanship all year long."
01EFJFZ3HGKPD88PFDB7AASW0R,Whit,Emerging,"WHIT is a woman's wear collection based in New York.  We strive to create beautiful, fun, timeless clothing that celebrates individuality.  With a focus on artful prints, substantial textiles and color, WHIT also is rooted in considered craftsmanship and a mission to protect our planet. Whether that means selecting low impact fabrics and processes, sustainable practices or choosing compliant vendors, we're always looking to do better.  In 2018 we joined the CFDA and Lexus for a 9 month intensive program to learn better practices around sustainability and we carry on that mission today. ","We strive to create beautiful, fun, timeless clothing that celebrates individuality.",Whitney Pozgay,"WHiT’s clean shapes are modern and contemporary with a vibe that is sophisticated but never takes itself too seriously. Made for living life to the fullest, each piece is energized by playful details. The New York designer collaborates on their fresh, tongue-in-cheek prints with a community of seriously talented artists. ","Our Lillian Dress features a graphic tulip print created by one of our favorite artists, Wayne Pate.",made with love in NYC,"Behold Whit! The brainchild behind husband/wife team, Whitney (Whit) Pozgay and Parker Argote. Known for their use of artistic prints and captivating colors, this NYC based brand helps us celebrate individuality and craftsmanship all year long."
01EQC2KW6DEZ22MS266SP0RT2K,Urban Savage,Emerging,"Founded by Michelle Kluz, former CEO of Pure Barre and a competitive runner, she knows a thing or two about needing high quality gear that performs across a variety of active endeavors. But, performance is just table stakes - while Michelle and her team personally wear test every style and only use the most luxurious technical fabrics, she designs Urban Savage to have a distinct fashion viewpoint.",I design Urban Savage for the active modern lifestyle we live today,"Michelle Kluz, Founder",Urban Savage unites high fashion + premium performance fabrics for an elevated active lifestyle,"The line draws inspiration from the architecture, design, and energy of its home, New York City. Every style is crafted with significant attention to detail and produced in limited editions, creating a highly versatile collection that fits with today's modern lifestyle.",Fashion + Function,"Behold Urban Savage! Founded by former Pure Barre CEO turned designer, Michelle Kluz, this fashion-forward activewear line has successfully married high fashion and high performance so that you never have to choose one over the other. From leggings to sports bras and matching sets, Kluz weaves together a modern element of design and a strong understanding of today's active woman into each piece."
01EQC2KW6DEZ22MS266SP0RT2K,Urban Savage,Women Owned,"Founded by Michelle Kluz, former CEO of Pure Barre and a competitive runner, she knows a thing or two about needing high quality gear that performs across a variety of active endeavors. But, performance is just table stakes - while Michelle and her team personally wear test every style and only use the most luxurious technical fabrics, she designs Urban Savage to have a distinct fashion viewpoint.",I design Urban Savage for the active modern lifestyle we live today,"Michelle Kluz, Founder",Urban Savage unites high fashion + premium performance fabrics for an elevated active lifestyle,"The line draws inspiration from the architecture, design, and energy of its home, New York City. Every style is crafted with significant attention to detail and produced in limited editions, creating a highly versatile collection that fits with today's modern lifestyle.",Fashion + Function,"Behold Urban Savage! Founded by former Pure Barre CEO turned designer, Michelle Kluz, this fashion-forward activewear line has successfully married high fashion and high performance so that you never have to choose one over the other. From leggings to sports bras and matching sets, Kluz weaves together a modern element of design and a strong understanding of today's active woman into each piece."
01F0EF12MNXY46FW142435RRMS,Gray Matters,Handmade / Artisan Crafted,"Gray Matters is a collection of standout sculptural pieces: objects with a life of their own and enhancing the character of women.  As in gray the color, Gray Matters is versatile and sophisticated, always adding subtle nuances, never imposing. Yet, Gray Matters is daring in curiosity and innovation.

Creative Director and Designer Silvia Avanzi was inspired by the artistic heritage of her native country Italy, along with the hectic lifestyle of her adoptive city New York. Beginning with her long time passion for shoes, in 2015 she decided to solve the eternal challenge of how to effortlessly make a personal statement from work to play, from day to night.

Gray Matters is made by three generations of expert shoemakers near Venice in Italy. Exuding with artisanal details, each piece carries an attitude of its own; a casual confidence of women who can own it. Women in Gray Matters are unafraid to step up, reach for the stars, or create their own destiny.",A work of art has never been so functional as footwear.,L'OFFICIEL,What if art came to life? What if the curious synthesis of style and sculpture instituted statements you've wanted to make all this time... With this effortless medley of elegance and oddity Gray Matters creates a spotlight for modern and inspirational women.,Balance is easier when you have the right support. Challenge your reality without sacrificing comfort.,GRAY MATTERS,
01F0EF12MNXY46FW142435RRMS,Gray Matters,Emerging,"Gray Matters is a collection of standout sculptural pieces: objects with a life of their own and enhancing the character of women.  As in gray the color, Gray Matters is versatile and sophisticated, always adding subtle nuances, never imposing. Yet, Gray Matters is daring in curiosity and innovation.

Creative Director and Designer Silvia Avanzi was inspired by the artistic heritage of her native country Italy, along with the hectic lifestyle of her adoptive city New York. Beginning with her long time passion for shoes, in 2015 she decided to solve the eternal challenge of how to effortlessly make a personal statement from work to play, from day to night.

Gray Matters is made by three generations of expert shoemakers near Venice in Italy. Exuding with artisanal details, each piece carries an attitude of its own; a casual confidence of women who can own it. Women in Gray Matters are unafraid to step up, reach for the stars, or create their own destiny.",A work of art has never been so functional as footwear.,L'OFFICIEL,What if art came to life? What if the curious synthesis of style and sculpture instituted statements you've wanted to make all this time... With this effortless medley of elegance and oddity Gray Matters creates a spotlight for modern and inspirational women.,Balance is easier when you have the right support. Challenge your reality without sacrificing comfort.,GRAY MATTERS,
